RMSE,R2,coeff
94.33868303707823,-36.91097840041969,0.8713058867989106
23.252123965173002,-0.8225293357366472,0.42331996839950503
19.041395184690522,-1.1698676836556374,0.5582071345949149
143.84940538763556,-109.21244506384878,0.2812061310582247
11.003987992681564,0.6499591536716155,0.9092644338746513
24.210318142598954,-3.881135462814318,0.8569305047716226
15.431484715549624,-0.7613778153807065,0.8728755805033968
43.51128448310848,-4.366619109327257,0.0546253071349981
11.459781854448906,0.17067304431943808,0.7046400359015255
8.321269214347403,0.7430846951855496,0.9328906401965896
