RMSE,R2,coeff
41.42700687909744,-2.8254027776995905,0.9396265745673871
19.410513982885828,-1.0392247572145483,0.46438155813823356
71.04736754685723,-15.192508123224812,0.26147850565149994
42.579803275753854,-4.006895929939086,0.3479083507419237
46.18944926740206,-4.929754038476269,0.2319907024667494
29.676842750928763,-2.273668751602187,-0.07555329075989285
33.431324079186204,-3.279290137339747,-0.2026927884323043
18.13791592752271,0.2527946352575431,0.7594244456820409
10.869297300857463,0.6537991681378099,0.8937785059086146
20.64428620329824,-2.1625470109906257,0.7192485174847276
