RMSE,R2,coeff
10.683775148016167,0.588490885090909,0.9219926219056651
8.394019144016465,0.7579820110802309,0.9682023367551889
7.7084019377568795,0.8782051492190631,0.9506388343610221
7.34205004559868,0.6609004536140197,0.8681729532809511
39.24488088437102,-8.688544947845694,0.005647838651779207
6.616588440354159,0.5184530284162305,0.8039209238375851
4.42390046458179,0.9107473879549638,0.977996742394207
14.485281783048483,-0.16125914269732267,0.9207455519231058
18.776827927998443,-0.37935084902653116,0.9802602146495908
18.593796997163228,0.18489354361831734,0.9683118621572757
