RMSE,R2,coeff
18.721613176336334,-4.5987737948088565,0.38730815976386906
51.44114724803645,-8.820964681262998,0.09531055324303588
34.009248794572855,-1.8023815623826898,0.043866885767670644
30.76237230446857,-2.5694231994928733,0.9583973610420841
19.12656468395878,-0.12867701342571625,0.7016365081381152
6.0584896634178875,0.8359960427514228,0.9389701668495504
29.728480069543814,-2.653299958719587,0.5022434792077393
12.021251448944037,0.29125747791040957,0.8644544825088223
23.719027655738174,-1.6672951010851067,0.49660877037702156
40.695551314797264,-5.263270142753913,0.5691041916783474
