DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-11.4726
,0.1,-11.5165
,0.2,-10.6925
,0.3,-13.2194
,0.4,-13.1205
,0.5,-11.5714
,0.6,-12.0438
,0.7,-16.8229
,0.8,-21.1626
,0.9,-24.5574
,1,-21.5141
,1.1,-30.8306
,1.2,-34.1595
,1.3,-32.7093
,1.4,-27.0677
,1.5,-37.73
,1.6,-30.3637
,1.7,-37.774
,1.8,-37.8289
,1.9,-38.4442
,2,-31.4019
,2.1,-35.4119
,2.2,-27.6335
,2.3,-25.3374
,2.4,-25.9691
,2.5,-19.8717
,2.6,-22.8929
,2.7,-21.0966
,2.8,-18.2182
,2.9,-14.1093
,3,-14.6202
,3.1,-9.83558
,3.2,-10.319
,3.3,-3.93588
,3.4,-5.01255
,3.5,-4.35336
,3.6,-11.7857
,3.7,-11.1485
,3.8,-10.2366
,3.9,-15.12
,4,-20.7121
,4.1,-23.6345
,4.2,-22.382
,4.3,-30.9734
,4.4,-31.5008
,4.5,-37.1643
,4.6,-33.2476
,4.7,-39.1033
,4.8,-39.7076
,4.9,-44.5636
,5,-43.0475
,5.1,-42.4377
,5.2,-39.7186
,5.3,-37.8015
,5.4,-35.7195
,5.5,-28.6773
,5.6,-24.3596
,5.7,-23.1511
,5.8,-22.4205
,5.9,-17.7952
,6,-16.2846
,6.1,-11.89
,6.2,-13.1315
,6.3,-1.83748
,6.4,-7.2263
,6.5,-8.28649
,6.6,-5.62229
,6.7,-11.478
,6.8,-18.1358
,6.9,-25.3704
,7,-31.6216
,7.1,-33.6266
,7.2,-41.7236
,7.3,-43.8055
,7.4,-51.7377
,7.5,-52.9957
,7.6,-54.9348
,7.7,-55.5335
,7.8,-59.604
,7.9,-57.198
,8,-55.0172
,8.1,-60.5378
,8.2,-57.6814
,8.3,-65.4158
,8.4,-62.6582
,8.5,-58.1373
,8.6,-55.3632
,8.7,-51.4081
