DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-2.57356
,0.1,-0.88714
,0.2,-2.23298
,0.3,-4.55112
,0.4,-6.99558
,0.5,-9.76966
,0.6,-5.48496
,0.7,-9.4895
,0.8,-11.8241
,0.9,-15.0212
,1,-15.977
,1.1,-21.1516
,1.2,-22.6128
,1.3,-23.5686
,1.4,-20.9099
,1.5,-21.2944
,1.6,-22.7885
,1.7,-22.4589
,1.8,-26.0405
,1.9,-28.8311
,2,-31.2371
,2.1,-33.1927
,2.2,-33.2641
,2.3,-33.4069
,2.4,-31.7644
,2.5,-34.4067
,2.6,-35.2526
,2.7,-35.791
,2.8,-33.1927
,2.9,-35.4009
,3,-32.3302
,3.1,-30.7867
,3.2,-27.238
,3.3,-26.1174
,3.4,-24.2937
,3.5,-22.1019
,3.6,-21.6679
,3.7,-17.4327
,3.8,-13.939
,3.9,-14.2301
,4,-7.98986
,4.1,-8.17663
,4.2,-2.06269
,4.3,-2.74934
,4.4,-4.7269
,4.5,0.34882
,4.6,0.77179
,4.7,3.07894
,4.8,6.22655
,4.9,6.36936
,5,6.30895
,5.1,5.96837
,5.2,7.24279
,5.3,7.81958
,5.4,7.80859
,5.5,8.85229
,5.6,9.7422
,5.7,12.5492
,5.8,10.297
,5.9,10.8298
,6,6.19358
,6.1,9.80812
,6.2,7.48449
,6.3,4.51815
,6.4,3.79855
,6.5,-0.16754
,6.6,-3.01302
,6.7,-4.17758
,6.8,-9.84107
,6.9,-14.3565
,7,-18.0424
,7.1,-17.7952
,7.2,-17.6744
,7.3,-21.5361
,7.4,-23.0412
,7.5,-25.1286
,7.6,-28.0181
,7.7,-28.4905
,7.8,-31.2426
,7.9,-31.5502
,8,-25.6505
,8.1,-30.9954
,8.2,-32.1435
,8.3,-32.1325
,8.4,-32.7203
,8.5,-32.9015
,8.6,-36.0601
,8.7,-32.4676
,8.8,-34.3682
,8.9,-36.1645
