DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-9.07751
,0.1,-8.57214
,0.2,-10.0992
,0.3,-17.3887
,0.4,-15.2629
,0.5,-19.196
,0.6,-21.0307
,0.7,-21.0747
,0.8,-18.1193
,0.9,-23.4367
,1,-21.0692
,1.1,-28.9959
,1.2,-30.2923
,1.3,-32.94
,1.4,-32.7862
,1.5,-38.8726
,1.6,-44.8822
,1.7,-48.288
,1.8,-49.6998
,1.9,-51.54
,2,-51.8696
,2.1,-50.9412
,2.2,-44.4647
,2.3,-38.4332
,2.4,-34.8571
,2.5,-30.7152
,2.6,-29.6001
,2.7,-31.3579
,2.8,-22.3711
,2.9,-24.7551
,3,-19.7728
,3.1,-18.1358
,3.2,-12.7964
,3.3,-15.8671
,3.4,-14.8948
,3.5,-12.7634
,3.6,-12.3405
,3.7,-13.8841
,3.8,-11.6868
,3.9,-15.922
,4,-16.7021
,4.1,-20.1793
,4.2,-19.553
,4.3,-16.5922
,4.4,-20.3056
,4.5,-20.9648
,4.6,-21.3054
,4.7,-17.0811
,4.8,-27.1556
,4.9,-24.063
,5,-25.3374
,5.1,-29.2925
,5.2,-33.6431
,5.3,-31.5722
,5.4,-30.2923
,5.5,-26.5679
,5.6,-23.5137
,5.7,-22.0744
,5.8,-16.1253
,5.9,-15.6364
,6,-19.4761
,6.1,-13.0381
,6.2,-8.38537
,6.3,-9.44006
,6.4,-8.53918
,6.5,-13.8566
,6.6,0.10712
,6.7,-11.2528
,6.8,-10.4453
,6.9,-25.9966
,7,-33.775
,7.1,-33.0389
,7.2,-31.8853
,7.3,-44.3109
,7.4,-41.0095
,7.5,-43.0694
,7.6,-46.9037
,7.7,-50.8368
,7.8,-47.7936
,7.9,-53.3307
,8,-52.4189
,8.1,-59.0766
,8.2,-65.1521
,8.3,-65.6245
,8.4,-56.6596
,8.5,-59.2359
,8.6,-49.2548
,8.7,-39.768
