DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-5.58384
,0.1,-8.80285
,0.2,-4.20504
,0.3,-12.4668
,0.4,-12.2361
,0.5,-14.7355
,0.6,-12.0548
,0.7,-17.6799
,0.8,-12.8458
,0.9,-18.361
,1,-16.5922
,1.1,-14.1258
,1.2,-18.2347
,1.3,-17.1745
,1.4,-18.4489
,1.5,-23.7993
,1.6,-20.8549
,1.7,-29.8858
,1.8,-25.7219
,1.9,-27.7544
,2,-24.7222
,2.1,-30.9624
,2.2,-34.0276
,2.3,-29.8912
,2.4,-36.4556
,2.5,-35.736
,2.6,-38.966
,2.7,-36.5985
,2.8,-46.5631
,2.9,-41.839
,3,-48.1507
,3.1,-45.2448
,3.2,-40.8667
,3.3,-39.378
,3.4,-37.0928
,3.5,-32.7477
,3.6,-30.7537
,3.7,-34.956
,3.8,-28.4905
,3.9,-29.6221
,4,-29.1057
,4.1,-27.3809
,4.2,-28.6058
,4.3,-28.897
,4.4,-24.2607
,4.5,-22.8435
,4.6,-17.7568
,4.7,-17.1251
,4.8,-18.0974
,4.9,-19.4926
,5,-13.7357
,5.1,-8.89075
,5.2,-8.38537
,5.3,-10.3849
,5.4,-8.30297
,5.5,-8.27551
,5.6,-7.19883
,5.7,-3.3536
,5.8,-3.69967
,5.9,-0.607
,6,3.05148
,6.1,8.58313
,6.2,1.67817
,6.3,1.70564
,6.4,3.6008
,6.5,2.4692
,6.6,0.67292
,6.7,-9.08301
,6.8,-10.0663
,6.9,-14.318
,7,-8.42382
,7.1,-20.2397
,7.2,-21.6185
,7.3,-29.3145
,7.4,-29.8967
,7.5,-25.4912
,7.6,-33.8628
,7.7,-30.9789
,7.8,-38.8836
,7.9,-45.2612
,8,-44.0143
,8.1,-48.8483
,8.2,-46.3764
,8.3,-50.5622
,8.4,-48.3209
,8.5,-53.1989
,8.6,-49.5514
,8.7,-53.155
,8.8,-59.1975
