DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-13.5984
,0.1,-13.0052
,0.2,-11.89
,0.3,-14.1642
,0.4,-13.906
,0.5,-17.1635
,0.6,-20.778
,0.7,-21.613
,0.8,-29.1607
,0.9,-30.089
,1,-34.6703
,1.1,-35.3735
,1.2,-36.8127
,1.3,-40.9711
,1.4,-41.5863
,1.5,-42.5915
,1.6,-48.6286
,1.7,-47.2553
,1.8,-48.7769
,1.9,-46.1896
,2,-42.0862
,2.1,-41.4654
,2.2,-38.2574
,2.3,-38.554
,2.4,-33.0553
,2.5,-32.3138
,2.6,-28.6223
,2.7,-25.211
,2.8,-23.2005
,2.9,-22.426
,3,-17.982
,3.1,-17.7678
,3.2,-16.0758
,3.3,-14.3125
,3.4,-10.4124
,3.5,-9.12146
,3.6,-11.4176
,3.7,-9.12146
,3.8,-12.5382
,3.9,-17.2129
,4,-21.3054
,4.1,-23.8762
,4.2,-22.4864
,4.3,-24.0355
,4.4,-25.7109
,4.5,-25.3704
,4.6,-27.4523
,4.7,-26.1394
,4.8,-30.3362
,4.9,-33.0718
,5,-35.0933
,5.1,-37.6422
,5.2,-38.1365
,5.3,-35.6646
,5.4,-36.9006
,5.5,-35.8843
,5.6,-30.9185
,5.7,-33.764
,5.8,-27.4907
,5.9,-25.2825
,6,-21.2669
,6.1,-17.8721
,6.2,-17.2184
,6.3,-11.7857
,6.4,-11.5055
,6.5,-9.47303
,6.6,-9.60485
,6.7,-9.18188
,6.8,-8.21509
,6.9,-13.0766
,7,-17.8886
,7.1,-20.4814
,7.2,-19.6684
,7.3,-21.4537
,7.4,-21.6899
,7.5,-24.3376
,7.6,-24.3486
,7.7,-26.4855
,7.8,-26.7217
,7.9,-27.5566
,8,-27.3204
,8.1,-27.4193
,8.2,-25.8977
,8.3,-28.0565
,8.4,-28.3147
,8.5,-29.8034
,8.6,-26.447
,8.7,-23.3159
,8.8,-21.0747
