DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-12.0109
,0.1,-11.8681
,0.2,-12.4394
,0.3,-12.5767
,0.4,-7.40758
,0.5,-13.1645
,0.6,-13.2084
,0.7,-15.2958
,0.8,-19.0587
,0.9,-21.4372
,1,-22.6238
,1.1,-21.646
,1.2,-23.3049
,1.3,-23.8432
,1.4,-26.4415
,1.5,-27.8533
,1.6,-31.2865
,1.7,-35.1428
,1.8,-34.4781
,1.9,-37.7026
,2,-38.8342
,2.1,-38.7738
,2.2,-41.0205
,2.3,-38.7298
,2.4,-45.459
,2.5,-42.7673
,2.6,-42.6629
,2.7,-48.8977
,2.8,-49.5844
,2.9,-51.6004
,3,-51.5125
,3.1,-53.6713
,3.2,-53.2538
,3.3,-58.5768
,3.4,-54.0449
,3.5,-52.9297
,3.6,-52.3969
,3.7,-45.7172
,3.8,-48.6505
,3.9,-44.1406
,4,-43.4155
,4.1,-42.7618
,4.2,-38.2739
,4.3,-37.785
,4.4,-37.73
,4.5,-37.8289
,4.6,-32.3687
,4.7,-35.3735
,4.8,-32.2369
,4.9,-30.3747
,5,-30.8526
,5.1,-30.0615
,5.2,-28.9354
,5.3,-21.5251
,5.4,-25.0463
,5.5,-26.502
,5.6,-22.1953
,5.7,-15.6913
,5.8,-16.4054
,5.9,-9.07751
,6,-10.6815
,6.1,-9.58289
,6.2,-10.7859
,6.3,-9.62683
,6.4,-8.62707
,6.5,-8.39087
,6.6,-11.3297
,6.7,-10.8793
,6.8,-14.6311
,6.9,-13.8291
,7,-12.6426
,7.1,-15.4936
,7.2,-17.6634
,7.3,-15.5595
,7.4,-14.6366
,7.5,-14.2356
,7.6,-16.9108
,7.7,-16.5977
,7.8,-16.2187
,7.9,-18.0095
,8,-18.8005
,8.1,-15.7737
,8.2,-19.1246
,8.3,-17.6744
,8.4,-20.2067
,8.5,-23.7663
,8.6,-21.1516
,8.7,-23.8048
