DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-15.587
,0.1,-15.7463
,0.2,-19.2015
,0.3,-19.196
,0.4,-21.9371
,0.5,-23.2665
,0.6,-23.8872
,0.7,-22.9424
,0.8,-23.9806
,0.9,-21.6734
,1,-19.4322
,1.1,-28.4465
,1.2,-31.3799
,1.3,-32.0611
,1.4,-30.9295
,1.5,-34.4176
,1.6,-32.0611
,1.7,-35.6921
,1.8,-33.5992
,1.9,-37.807
,2,-34.6868
,2.1,-40.9271
,2.2,-36.17
,2.3,-37.9992
,2.4,-37.8949
,2.5,-43.0914
,2.6,-42.8992
,2.7,-42.9651
,2.8,-41.8664
,2.9,-45.1129
,3,-44.1681
,3.1,-47.3322
,3.2,-49.0351
,3.3,-45.9754
,3.4,-44.5911
,3.5,-49.6668
,3.6,-49.3592
,3.7,-48.2441
,3.8,-46.5631
,3.9,-46.8433
,4,-45.2228
,4.1,-43.2013
,4.2,-44.7284
,4.3,-43.0914
,4.4,-41.0754
,4.5,-42.0587
,4.6,-35.4778
,4.7,-36.983
,4.8,-37.6861
,4.9,-35.5657
,5,-31.9347
,5.1,-31.726
,5.2,-31.0943
,5.3,-27.9631
,5.4,-27.4797
,5.5,-25.8647
,5.6,-25.5901
,5.7,-25.3704
,5.8,-22.5139
,5.9,-23.5905
,6,-22.2173
,6.1,-18.8664
,6.2,-21.0911
,6.3,-18.8554
,6.4,-17.3063
,6.5,-17.4492
,6.6,-15.3343
,6.7,-16.6032
,6.8,-12.3515
,6.9,-11.7252
,7,-9.70923
,7.1,-6.97911
,7.2,-8.55016
,7.3,-8.88525
,7.4,-6.30895
,7.5,-11.1869
,7.6,-13.571
,7.7,-19.3388
,7.8,-25.4692
,7.9,-29.5122
,8,-34.577
,8.1,-35.9832
,8.2,-37.6092
,8.3,-39.9054
,8.4,-41.9543
,8.5,-40.2459
,8.6,-47.2553
,8.7,-43.009
