DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-9.10497
,0.1,-7.13293
,0.2,-7.44604
,0.3,-7.62731
,0.4,-7.7152
,0.5,-14.0928
,0.6,-16.3066
,0.7,-21.6185
,0.8,-21.591
,0.9,-23.651
,1,-23.7663
,1.1,-27.8752
,1.2,-24.854
,1.3,-31.5887
,1.4,-34.0771
,1.5,-30.0176
,1.6,-34.7308
,1.7,-35.0768
,1.8,-39.8669
,1.9,-36.5325
,2,-34.9725
,2.1,-35.6536
,2.2,-33.363
,2.3,-31.0998
,2.4,-30.8526
,2.5,-29.8748
,2.6,-22.6347
,2.7,-15.587
,2.8,-17.3283
,2.9,-8.24255
,3,-11.533
,3.1,-8.08873
,3.2,-7.05052
,3.3,-6.67149
,3.4,-1.821
,3.5,-0.2005
,3.6,-4.02377
,3.7,0.41474
,3.8,0.73334
,3.9,-3.15035
,4,-6.13316
,4.1,-6.41881
,4.2,-5.32016
,4.3,-9.92347
,4.4,-11.7692
,4.5,-9.69275
,4.6,-15.9165
,4.7,-15.7682
,4.8,-16.8724
,4.9,-14.0873
,5,-17.0207
,5.1,-16.6087
,5.2,-19.7783
,5.3,-15.2574
,5.4,-18.4379
,5.5,-18.762
,5.6,-15.4716
,5.7,-8.91271
,5.8,-11.8955
,5.9,-8.1986
,6,-10.6376
,6.1,-8.51172
,6.2,-4.86972
,6.3,-5.13889
,6.4,-7.36364
,6.5,-5.74863
,6.6,-5.65525
,6.7,-4.71591
,6.8,-5.44101
,6.9,-2.80977
,7,-7.07798
,7.1,-4.08419
,7.2,-7.92943
,7.3,-10.5167
,7.4,-11.0551
,7.5,-11.8296
,7.6,-11.5604
,7.7,-14.307
,7.8,-17.4162
,7.9,-15.12
,8,-18.394
,8.1,-17.8996
,8.2,-18.361
,8.3,-21.2504
,8.4,-23.1841
,8.5,-25.4143
,8.6,-26.2987
,8.7,-22.0744
,8.8,-22.0854
