DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-24.9529
,0.1,-27.5237
,0.2,-28.1499
,0.3,-28.485
,0.4,-30.3362
,0.5,-34.8077
,0.6,-41.6082
,0.7,-45.5633
,0.8,-51.8696
,0.9,-53.6384
,1,-55.0666
,1.1,-58.011
,1.2,-60.2192
,1.3,-62.4989
,1.4,-64.4105
,1.5,-67.6625
,1.6,-66.6243
,1.7,-62.3506
,1.8,-63.4492
,1.9,-56.1982
,2,-52.6771
,2.1,-47.9749
,2.2,-41.9928
,2.3,-38.0651
,2.4,-35.346
,2.5,-32.4346
,2.6,-28.886
,2.7,-25.3154
,2.8,-23.195
,2.9,-19.9211
,3,-17.6963
,3.1,-20.2672
,3.2,-20.9978
,3.3,-26.2657
,3.4,-33.4014
,3.5,-40.213
,3.6,-43.2123
,3.7,-46.4752
,3.8,-49.5404
,3.9,-54.6931
,4,-54.9897
,4.1,-58.1318
,4.2,-62.2737
,4.3,-62.2627
,4.4,-65.5037
,4.5,-68.1734
,4.6,-68.8051
,4.7,-69.4313
,4.8,-71.7605
,4.9,-68.8106
,5,-65.262
,5.1,-56.319
,5.2,-52.1717
,5.3,-48.0628
,5.4,-45.6403
,5.5,-44.2889
,5.6,-39.8724
,5.7,-36.4007
,5.8,-32.3028
,5.9,-29.732
,6,-27.4413
,6.1,-24.6947
,6.2,-24.03
,6.3,-23.5191
,6.4,-27.0952
,6.5,-33.4124
,6.6,-38.0267
,6.7,-42.6684
,6.8,-49.1559
,6.9,-51.2543
,7,-54.5008
,7.1,-58.6152
,7.2,-61.3728
,7.3,-65.9541
,7.4,-65.4048
,7.5,-67.7065
,7.6,-68.904
,7.7,-71.2496
,7.8,-72.3152
,7.9,-74.095
,8,-71.5352
,8.1,-69.6236
,8.2,-63.625
,8.3,-56.4783
,8.4,-53.3088
,8.5,-45.2722
,8.6,-43.6572
,8.7,-39.8724
,8.8,-38.153
