DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-25.5626
,0.1,-26.9963
,0.2,-26.6448
,0.3,-25.2825
,0.4,-28.1664
,0.5,-29.2376
,0.6,-27.1831
,0.7,-30.5944
,0.8,-32.2369
,0.9,-37.5323
,1,-40.6909
,1.1,-40.2349
,1.2,-44.4208
,1.3,-43.3551
,1.4,-46.2995
,1.5,-46.6126
,1.6,-50.5182
,1.7,-51.2214
,1.8,-54.8249
,1.9,-58.1373
,2,-54.0339
,2.1,-57.5385
,2.2,-59.9116
,2.3,-58.78
,2.4,-59.6919
,2.5,-57.4452
,2.6,-54.6107
,2.7,-50.4029
,2.8,-48.1067
,2.9,-43.399
,3,-41.0589
,3.1,-42.7179
,3.2,-36.3348
,3.3,-34.4396
,3.4,-31.8468
,3.5,-25.9526
,3.6,-25.0682
,3.7,-17.1965
,3.8,-16.9218
,3.9,-12.4503
,4,-16.389
,4.1,-14.9388
,4.2,-29.1826
,4.3,-33.8464
,4.4,-35.2361
,4.5,-40.8062
,4.6,-42.4432
,4.7,-45.9863
,4.8,-50.3205
,4.9,-53.5834
,5,-54.0503
,5.1,-57.187
,5.2,-58.2197
,5.3,-58.0219
,5.4,-59.9281
,5.5,-61.4607
,5.6,-59.7578
,5.7,-55.7148
,5.8,-57.9615
,5.9,-49.8975
,6,-51.1005
,6.1,-48.266
,6.2,-45.6073
,6.3,-42.5311
,6.4,-39.9164
,6.5,-31.9073
,6.6,-34.6484
,6.7,-26.0185
,6.8,-23.1071
,6.9,-21.3658
,7,-22.6128
,7.1,-12.8458
,7.2,-13.2304
,7.3,-12.9557
,7.4,-16.1363
,7.5,-19.6959
,7.6,-21.4372
,7.7,-25.656
,7.8,-26.2603
,7.9,-27.4193
,8,-27.9302
,8.1,-32.2259
,8.2,-32.5829
,8.3,-33.3959
,8.4,-35.5108
,8.5,-34.1924
,8.6,-39.9164
,8.7,-37.4774
