DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-10.3629
,0.1,-8.64905
,0.2,-9.8136
,0.3,-10.8518
,0.4,-12.9832
,0.5,-15.6913
,0.6,-14.0049
,0.7,-15.4112
,0.8,-19.3278
,0.9,-18.5368
,1,-20.2452
,1.1,-26.6008
,1.2,-28.084
,1.3,-31.3195
,1.4,-38.8507
,1.5,-35.1373
,1.6,-36.181
,1.7,-27.7984
,1.8,-26.7601
,1.9,-23.8158
,2,-27.1721
,2.1,-19.6135
,2.2,-19.9211
,2.3,-16.768
,2.4,-16.9987
,2.5,-15.6254
,2.6,-12.2746
,2.7,-10.8793
,2.8,-5.66623
,2.9,-6.94615
,3,-8.09423
,3.1,-11.3023
,3.2,-18.0699
,3.3,-25.3264
,3.4,-28.3971
,3.5,-35.0494
,3.6,-40.0152
,3.7,-41.4215
,3.8,-39.0979
,3.9,-46.272
,4,-46.5521
,4.1,-48.0957
,4.2,-52.1113
,4.3,-52.2101
,4.4,-53.4626
,4.5,-60.5708
,4.6,-59.1041
,4.7,-54.7809
,4.8,-52.3859
,4.9,-43.1464
,5,-39.8944
,5.1,-33.4673
,5.2,-29.1936
,5.3,-25.8318
,5.4,-26.3481
,5.5,-19.976
,5.6,-12.8788
,5.7,-12.9777
,5.8,-8.97863
,5.9,-5.09494
,6,-4.28195
,6.1,-4.00728
,6.2,-2.71639
,6.3,-7.50645
,6.4,-10.0883
,6.5,-10.308
,6.6,-10.2531
,6.7,-14.8234
,6.8,-10.4728
,6.9,-17.6414
,7,-17.1855
,7.1,-21.7558
,7.2,-20.8879
,7.3,-22.0744
,7.4,-24.1673
,7.5,-25.9307
,7.6,-24.6343
,7.7,-28.6718
,7.8,-27.7105
,7.9,-26.892
,8,-25.1946
,8.1,-24.8705
,8.2,-22.5139
,8.3,-14.5597
,8.4,-14.6202
,8.5,-12.5382
,8.6,-10.9122
,8.7,-12.7964
