DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-10.2256
,0.1,-9.38513
,0.2,-8.49523
,0.3,-8.66004
,0.4,-10.5167
,0.5,-18.2017
,0.6,-15.6034
,0.7,-18.3061
,0.8,-18.8884
,0.9,-19.2894
,1,-24.2662
,1.1,-32.0391
,1.2,-27.9027
,1.3,-28.2872
,1.4,-32.127
,1.5,-34.0057
,1.6,-39.3011
,1.7,-46.9477
,1.8,-48.8867
,1.9,-56.1103
,2,-49.9579
,2.1,-47.7222
,2.2,-38.6144
,2.3,-38.587
,2.4,-34.3353
,2.5,-28.7871
,2.6,-28.7102
,2.7,-26.6997
,2.8,-24.865
,2.9,-19.6464
,3,-23.9311
,3.1,-13.1974
,3.2,-15.0212
,3.3,-14.5268
,3.4,-13.8676
,3.5,-10.5881
,3.6,-12.9337
,3.7,-14.4334
,3.8,-18.372
,3.9,-16.1198
,4,-20.7616
,4.1,-21.4757
,4.2,-23.4807
,4.3,-20.8604
,4.4,-24.2827
,4.5,-28.908
,4.6,-21.9371
,4.7,-25.222
,4.8,-27.0568
,4.9,-29.265
,5,-31.6216
,5.1,-35.2361
,5.2,-33.2531
,5.3,-34.0881
,5.4,-26.3042
,5.5,-24.2992
,5.6,-22.1074
,5.7,-18.361
,5.8,-19.2509
,5.9,-14.8454
,6,-12.1757
,6.1,-11.6428
,6.2,-10.5497
,6.3,-11.9779
,6.4,-6.52317
,6.5,-5.81455
,6.6,-5.80356
,6.7,-9.63782
,6.8,-10.6376
,6.9,-18.1798
,7,-25.9197
,7.1,-34.6594
,7.2,-37.9718
,7.3,-43.5583
,7.4,-42.987
,7.5,-43.5858
,7.6,-45.5908
,7.7,-45.893
,7.8,-49.3811
,7.9,-53.6603
,8,-49.9909
,8.1,-47.0905
,8.2,-47.041
,8.3,-42.4762
,8.4,-36.8347
,8.5,-33.7035
,8.6,-26.4965
,8.7,-22.4809
,8.8,-18.0974
