DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-5.72117
,0.1,-8.92919
,0.2,-6.32542
,0.3,-6.4957
,0.4,-8.78087
,0.5,-12.0548
,0.6,-11.5055
,0.7,-18.6467
,0.8,-20.4759
,0.9,-21.4976
,1,-23.4807
,1.1,-25.0133
,1.2,-32.0556
,1.3,-32.1819
,1.4,-35.4888
,1.5,-31.1052
,1.6,-32.3907
,1.7,-30.9514
,1.8,-33.4234
,1.9,-32.4126
,2,-26.6063
,2.1,-25.3044
,2.2,-24.0465
,2.3,-23.9531
,2.4,-21.2175
,2.5,-18.9049
,2.6,-15.5815
,2.7,-13.5819
,2.8,-9.60485
,2.9,-0.91461
,3,-1.21124
,3.1,2.85372
,3.2,2.11763
,3.3,2.37581
,3.4,-2.49116
,3.5,-3.61726
,3.6,-7.20982
,3.7,-10.9946
,3.8,-9.78614
,3.9,-16.6691
,4,-22.6073
,4.1,-28.908
,4.2,-28.6992
,4.3,-35.4559
,4.4,-38.5211
,4.5,-41.2622
,4.6,-46.9147
,4.7,-47.7222
,4.8,-47.4091
,4.9,-38.966
,5,-36.7193
,5.1,-32.7477
,5.2,-30.534
,5.3,-27.4743
,5.4,-26.6997
,5.5,-20.6627
,5.6,-19.8057
,5.7,-14.8014
,5.8,-9.39063
,5.9,-9.83558
,6,-7.20982
,6.1,-7.53942
,6.2,-6.2595
,6.3,-5.14438
,6.4,-7.73717
,6.5,-9.79163
,6.6,-11.8021
,6.7,-11.533
,6.8,-15.5595
,6.9,-16.2297
,7,-16.4933
,7.1,-19.9431
,7.2,-20.6901
,7.3,-21.5855
,7.4,-26.6118
,7.5,-23.5686
,7.6,-25.5571
,7.7,-22.838
,7.8,-30.3582
,7.9,-29.2486
,8,-30.8581
,8.1,-29.8748
,8.2,-25.1232
,8.3,-24.6947
,8.4,-17.2294
,8.5,-15.2519
,8.6,-12.8019
,8.7,-10.2476
