DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-6.35838
,0.1,-5.57835
,0.2,-3.94136
,0.3,-6.27049
,0.4,-8.60509
,0.5,-17.4711
,0.6,-11.0606
,0.7,-13.6479
,0.8,-12.7799
,0.9,-17.9765
,1,-20.1518
,1.1,-17.6469
,1.2,-22.2063
,1.3,-24.7222
,1.4,-26.3317
,1.5,-29.2376
,1.6,-28.1829
,1.7,-33.7145
,1.8,-34.4341
,1.9,-33.8793
,2,-30.2703
,2.1,-26.9524
,2.2,-26.7217
,2.3,-19.7178
,2.4,-9.59388
,2.5,-15.5705
,2.6,-9.46204
,2.7,-9.36317
,2.8,-8.65454
,2.9,-7.42406
,3,-2.80427
,3.1,-8.05028
,3.2,-6.04526
,3.3,-5.88047
,3.4,-4.03475
,3.5,-7.90196
,3.6,-7.74267
,3.7,-11.143
,3.8,-14.318
,3.9,-16.8449
,4,-16.0264
,4.1,-13.8346
,4.2,-19.1575
,4.3,-18.5533
,4.4,-20.3825
,4.5,-19.7893
,4.6,-20.7561
,4.7,-23.0632
,4.8,-24.7112
,4.9,-30.3252
,5,-24.1618
,5.1,-24.854
,5.2,-23.6675
,5.3,-18.4215
,5.4,-19.976
,5.5,-16.4714
,5.6,-20.1243
,5.7,-10.8628
,5.8,-8.89075
,5.9,-10.4508
,6,-7.89099
,6.1,-4.38631
,6.2,-7.95691
,6.3,-4.07871
,6.4,-1.83748
,6.5,-5.14988
,6.6,-6.91319
,6.7,-15.0102
,6.8,-21.1241
,6.9,-24.42
,7,-26.5953
,7.1,-29.6276
,7.2,-31.1272
,7.3,-39.1693
,7.4,-39.9493
,7.5,-41.1523
,7.6,-43.7671
,7.7,-45.036
,7.8,-45.5798
,7.9,-53.5505
,8,-55.973
,8.1,-51.3147
,8.2,-51.3477
,8.3,-48.7604
,8.4,-40.3064
,8.5,-36.7852
,8.6,-29.8089
,8.7,-28.9519
