DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-11.6428
,0.1,-9.86854
,0.2,-12.5108
,0.3,-12.5163
,0.4,-13.7357
,0.5,-17.0481
,0.6,-14.4938
,0.7,-15.4826
,0.8,-13.7907
,0.9,-18.7565
,1,-22.1403
,1.1,-23.7608
,1.2,-28.8311
,1.3,-29.3035
,1.4,-29.1607
,1.5,-29.4793
,1.6,-34.1265
,1.7,-39.8779
,1.8,-38.5266
,1.9,-37.763
,2,-36.6863
,2.1,-35.0219
,2.2,-29.6221
,2.3,-31.7315
,2.4,-28.7816
,2.5,-24.7441
,2.6,-24.9419
,2.7,-19.8277
,2.8,-14.7355
,2.9,-11.3737
,3,-5.18283
,3.1,-3.40853
,3.2,-1.36506
,3.3,-2.06269
,3.4,0.94209
,3.5,-8.232e-3
,3.6,-9.39063
,3.7,-15.9495
,3.8,-19.4487
,3.9,-24.2278
,4,-27.7599
,4.1,-32.1929
,4.2,-30.9295
,4.3,-35.6646
,4.4,-39.6417
,4.5,-42.2345
,4.6,-46.9751
,4.7,-46.5082
,4.8,-45.9204
,4.9,-49.3647
,5,-55.539
,5.1,-56.1872
,5.2,-51.139
,5.3,-50.716
,5.4,-41.1248
,5.5,-34.7912
,5.6,-29.5012
,5.7,-25.9197
,5.8,-23.3159
,5.9,-16.8449
,6,-10.6595
,6.1,-10.9013
,6.2,-8.38537
,6.3,-1.88142
,6.4,2.40328
,6.5,3.48544
,6.6,4.37534
,6.7,1.07393
,6.8,-2.39778
,6.9,-2.86471
,7,-10.7584
,7.1,-14.1422
,7.2,-15.4826
,7.3,-23.1236
,7.4,-23.3873
,7.5,-26.7272
,7.6,-26.0955
,7.7,-29.4573
,7.8,-29.5507
,7.9,-33.4124
,8,-34.3462
,8.1,-31.8963
,8.2,-30.891
,8.3,-27.6775
,8.4,-29.4353
,8.5,-24.9639
,8.6,-22.0634
,8.7,-20.7066
