DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-12.2086
,0.1,-10.2421
,0.2,-8.97863
,0.3,-12.0768
,0.4,-10.2256
,0.5,-14.0379
,0.6,-16.4823
,0.7,-17.4162
,0.8,-18.6632
,0.9,-17.8282
,1,-18.6796
,1.1,-20.9538
,1.2,-22.8764
,1.3,-23.4367
,1.4,-29.0947
,1.5,-33.1762
,1.6,-43.5309
,1.7,-44.8273
,1.8,-48.4967
,1.9,-49.859
,2,-45.2502
,2.1,-42.2235
,2.2,-39.4989
,2.3,-38.9935
,2.4,-34.3957
,2.5,-33.6816
,2.6,-31.737
,2.7,-27.282
,2.8,-22.1678
,2.9,-19.7343
,3,-12.4284
,3.1,-12.313
,3.2,-10.9836
,3.3,-10.8573
,3.4,-12.0878
,3.5,-6.5012
,3.6,-7.28673
,3.7,-14.4004
,3.8,-19.0257
,3.9,-25.4308
,4,-28.0785
,4.1,-32.5555
,4.2,-39.389
,4.3,-42.0147
,4.4,-47.4365
,4.5,-48.4528
,4.6,-53.7647
,4.7,-52.9407
,4.8,-55.9181
,4.9,-51.6388
,5,-54.726
,5.1,-56.1213
,5.2,-55.9675
,5.3,-41.1908
,5.4,-40.224
,5.5,-31.6546
,5.6,-27.8752
,5.7,-23.4697
,5.8,-17.3228
,5.9,-12.6756
,6,-9.896
,6.1,-6.55063
,6.2,3.25472
,6.3,1.78803
,6.4,5.22679
,6.5,6.08922
,6.6,4.76536
,6.7,1.55732
,6.8,1.72213
,6.9,-7.09996
,7,-14.7026
,7.1,-23.7553
,7.2,-22.8215
,7.3,-23.9531
,7.4,-26.6338
,7.5,-26.5459
,7.6,-29.1112
,7.7,-31.1108
,7.8,-31.4843
,7.9,-32.0611
,8,-35.6207
,8.1,-36.137
,8.2,-37.5433
,8.3,-33.5003
,8.4,-31.8743
,8.5,-31.4568
,8.6,-29.6605
,8.7,-24.019
,8.8,-25.8812
