DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-10.9287
,0.1,-7.95141
,0.2,-1.51338
,0.3,-3.5074
,0.4,-12.2855
,0.5,-13.1699
,0.6,-2.45821
,0.7,-10.7969
,0.8,-12.5987
,0.9,-15.933
,1,-20.3441
,1.1,-16.4659
,1.2,-18.9818
,1.3,-16.1967
,1.4,-25.3264
,1.5,-19.6355
,1.6,-18.015
,1.7,-26.0955
,1.8,-26.2987
,1.9,-27.3589
,2,-22.6292
,2.1,-27.2325
,2.2,-28.4191
,2.3,-28.4081
,2.4,-29.0398
,2.5,-39.779
,2.6,-28.5784
,2.7,-36.0491
,2.8,-34.4067
,2.9,-38.7243
,3,-38.1805
,3.1,-36.2029
,3.2,-38.609
,3.3,-36.994
,3.4,-40.9271
,3.5,-35.7086
,3.6,-28.3037
,3.7,-29.4683
,3.8,-28.7816
,3.9,-21.3328
,4,-21.7448
,4.1,-22.2008
,4.2,-19.4926
,4.3,-20.41
,4.4,-16.345
,4.5,-22.4974
,4.6,-9.44006
,4.7,-14.1972
,4.8,-12.9228
,4.9,-15.9275
,5,-19.7453
,5.1,-15.933
,5.2,-13.4611
,5.3,-12.7799
,5.4,-9.23681
,5.5,-2.9471
,5.6,-7.62182
,5.7,1.55183
,5.8,-3.05696
,5.9,-2.02974
,6,-1.1728
,6.1,2.15059
,6.2,0.50263
,6.3,3.99631
,6.4,7.60534
,6.5,1.55732
,6.6,3.65573
,6.7,0.81575
,6.8,2.37032
,6.9,-1.23871
,7,-4.68295
,7.1,-8.0338
,7.2,-11.9889
,7.3,-14.3345
,7.4,-16.9877
,7.5,-19.4871
,7.6,-19.2619
,7.7,-19.4926
,7.8,-22.2777
,7.9,-24.2552
,8,-23.7553
,8.1,-25.5461
,8.2,-28.886
,8.3,-32.484
,8.4,-36.5325
,8.5,-39.1143
,8.6,-38.2025
,8.7,-43.1354
,8.8,-38.4277
