DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-6.8198
,0.1,-8.70947
,0.2,-4.19956
,0.3,-5.79257
,0.4,-8.6875
,0.5,-7.01207
,0.6,-8.23156
,0.7,-8.51721
,0.8,-7.12742
,0.9,-7.84703
,1,-11.8791
,1.1,-14.708
,1.2,-17.4272
,1.3,-23.2005
,1.4,-25.3264
,1.5,-30.8855
,1.6,-29.276
,1.7,-34.967
,1.8,-36.5655
,1.9,-37.3016
,2,-37.2192
,2.1,-40.4822
,2.2,-34.2803
,2.3,-28.9574
,2.4,-27.6116
,2.5,-19.5915
,2.6,-21.3658
,2.7,-16.9438
,2.8,-12.5987
,2.9,-11.0606
,3,-6.19907
,3.1,-3.89742
,3.2,-4.6686e-2
,3.3,3.5129
,3.4,7.48998
,3.5,7.12194
,3.6,5.80906
,3.7,6.92968
,3.8,2.27694
,3.9,-4.4797
,4,-5.34214
,4.1,-14.8564
,4.2,-14.3345
,4.3,-21.3493
,4.4,-23.7389
,4.5,-23.0797
,4.6,-27.7105
,4.7,-30.9514
,4.8,-33.5168
,4.9,-29.9736
,5,-33.0993
,5.1,-32.138
,5.2,-29.3309
,5.3,-27.3424
,5.4,-21.0857
,5.5,-17.2294
,5.6,-19.8662
,5.7,-16.334
,5.8,-11.1485
,5.9,-9.81909
,6,-8.09423
,6.1,-5.81455
,6.2,-5.4575
,6.3,-1.33209
,6.4,-2.24946
,6.5,3.68869
,6.6,3.63924
,6.7,4.06223
,6.8,1.55183
,6.9,3.96334
,7,-1.00251
,7.1,-5.91893
,7.2,-10.698
,7.3,-17.9985
,7.4,-18.2402
,7.5,-23.8048
,7.6,-31.7644
,7.7,-32.9949
,7.8,-33.1817
,7.9,-39.389
,8,-37.4334
,8.1,-36.4556
,8.2,-41.5698
,8.3,-40.7623
,8.4,-45.827
,8.5,-43.443
,8.6,-42.2949
,8.7,-41.1029
,8.8,-32.149
