DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-13.0875
,0.1,-12.3075
,0.2,-11.4176
,0.3,-11.3792
,0.4,-19.1411
,0.5,-19.1081
,0.6,-21.3823
,0.7,-18.405
,0.8,-21.0747
,0.9,-21.0747
,1,-26.2987
,1.1,-24.1289
,1.2,-25.9746
,1.3,-26.7601
,1.4,-29.677
,1.5,-32.0775
,1.6,-32.9729
,1.7,-35.3735
,1.8,-35.6207
,1.9,-44.0472
,2,-42.7014
,2.1,-46.5576
,2.2,-48.9472
,2.3,-52.0398
,2.4,-50.716
,2.5,-54.5997
,2.6,-54.77
,2.7,-58.4504
,2.8,-59.9556
,2.9,-56.4838
,3,-63.0977
,3.1,-59.5271
,3.2,-62.1528
,3.3,-55.8796
,3.4,-56.319
,3.5,-49.7931
,3.6,-49.925
,3.7,-44.3713
,3.8,-43.6407
,3.9,-39.5208
,4,-35.9008
,4.1,-36.4337
,4.2,-34.0716
,4.3,-33.6156
,4.4,-30.7262
,4.5,-28.6278
,4.6,-30.2703
,4.7,-27.5127
,4.8,-28.3916
,4.9,-26.5129
,5,-27.1831
,5.1,-20.5583
,5.2,-22.9369
,5.3,-16.9053
,5.4,-18.9049
,5.5,-14.2301
,5.6,-11.3682
,5.7,-16.1198
,5.8,-13.0161
,5.9,-11.0551
,6,-5.60031
,6.1,-6.22105
,6.2,-3.52938
,6.3,-5.53439
,6.4,-1.34858
,6.5,-0.69488
,6.6,-2.76033
,6.7,-3.27669
,6.8,-4.44125
,6.9,-9.36317
,7,-7.30871
,7.1,-10.7969
,7.2,-8.66552
,7.3,-11.4616
,7.4,-14.7135
,7.5,-17.0152
,7.6,-16.1692
,7.7,-18.2621
,7.8,-19.4871
,7.9,-19.8387
,8,-21.7503
,8.1,-20.41
,8.2,-19.9321
,8.3,-24.03
,8.4,-25.1836
,8.5,-20.4814
,8.6,-20.6517
,8.7,-25.2385
