DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-13.4116
,0.1,-9.19836
,0.2,-16.3725
,0.3,-16.6197
,0.4,-20.6242
,0.5,-19.0971
,0.6,-16.4659
,0.7,-18.9708
,0.8,-18.7785
,0.9,-23.206
,1,-26.4635
,1.1,-29.1607
,1.2,-29.9791
,1.3,-32.138
,1.4,-34.2034
,1.5,-36.2963
,1.6,-38.2959
,1.7,-34.3902
,1.8,-42.3938
,1.9,-37.6092
,2,-39.4714
,2.1,-43.0804
,2.2,-44.2285
,2.3,-48.7165
,2.4,-43.9484
,2.5,-47.909
,2.6,-44.8383
,2.7,-48.3869
,2.8,-44.0198
,2.9,-50.7709
,3,-48.2166
,3.1,-55.2808
,3.2,-51.8696
,3.3,-50.1502
,3.4,-50.8478
,3.5,-41.9214
,3.6,-39.2682
,3.7,-37.2027
,3.8,-33.3575
,3.9,-28.1719
,4,-27.5676
,4.1,-23.2005
,4.2,-29.6001
,4.3,-22.7171
,4.4,-25.0133
,4.5,-22.5194
,4.6,-24.3981
,4.7,-15.2079
,4.8,-15.7298
,4.9,-21.4317
,5,-13.8236
,5.1,-18.3281
,5.2,-15.3233
,5.3,-9.54444
,5.4,-9.53345
,5.5,-15.2299
,5.6,-4.41928
,5.7,-4.49618
,5.8,-6.38035
,5.9,-7.77562
,6,-7.74816
,6.1,-7.40758
,6.2,-0.93659
,6.3,-4.96859
,6.4,-8.74243
,6.5,-4.45223
,6.6,-13.4831
,6.7,-9.40161
,6.8,-18.6961
,6.9,-19.3388
,7,-21.0582
,7.1,-19.3278
,7.2,-24.0025
,7.3,-25.3154
,7.4,-25.4308
,7.5,-28.9959
,7.6,-29.3474
,7.7,-32.1325
,7.8,-34.4561
,7.9,-37.3236
,8,-32.9949
,8.1,-36.5051
,8.2,-38.6639
,8.3,-45.1404
,8.4,-46.1951
,8.5,-43.7726
,8.6,-45.08
,8.7,-50.6281
