DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-21.5636
,0.1,-17.4986
,0.2,-21.8657
,0.3,-21.8437
,0.4,-27.0073
,0.5,-26.2328
,0.6,-25.6066
,0.7,-27.7874
,0.8,-31.4898
,0.9,-33.8958
,1,-38.2025
,1.1,-39.01
,1.2,-43.3826
,1.3,-45.2338
,1.4,-42.8113
,1.5,-45.415
,1.6,-45.9039
,1.7,-47.5959
,1.8,-50.0843
,1.9,-51.3257
,2,-51.2323
,2.1,-51.7927
,2.2,-52.4079
,2.3,-53.4186
,2.4,-52.9297
,2.5,-56.1542
,2.6,-55.9125
,2.7,-57.6923
,2.8,-56.6322
,2.9,-58.6976
,3,-60.0105
,3.1,-58.791
,3.2,-60.6257
,3.3,-64.2128
,3.4,-62.9274
,3.5,-63.4382
,3.6,-61.9111
,3.7,-61.186
,3.8,-62.1913
,3.9,-59.3513
,4,-59.2304
,4.1,-57.2694
,4.2,-56.3465
,4.3,-53.5999
,4.4,-49.2548
,4.5,-47.5959
,4.6,-44.4647
,4.7,-43.4759
,4.8,-40.1471
,4.9,-41.8774
,5,-34.6923
,5.1,-32.0171
,5.2,-31.336
,5.3,-29.2815
,5.4,-27.7984
,5.5,-24.4475
,5.6,-25.4418
,5.7,-22.5908
,5.8,-20.8165
,5.9,-17.9326
,6,-14.2851
,6.1,-12.6481
,6.2,-11.7143
,6.3,-7.19883
,6.4,-5.37509
,6.5,-4.90269
,6.6,-3.46895
,6.7,-1.79902
,6.8,0.42023
,6.9,2.24397
,7,3.99081
,7.1,4.36435
,7.2,7.40209
,7.3,4.39182
,7.4,4.10068
,7.5,3.20528
,7.6,-2.63948
,7.7,-9.11047
,7.8,-13.2523
,7.9,-18.1028
,8,-18.6686
,8.1,-19.7398
,8.2,-19.3828
,8.3,-21.58
,8.4,-23.629
,8.5,-24.5354
,8.6,-26.5569
,8.7,-26.8096
,8.8,-27.271
