DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-10.1377
,0.1,-11.945
,0.2,-9.93445
,0.3,-10.4288
,0.4,-12.6426
,0.5,-13.4446
,0.6,-16.1033
,0.7,-14.8564
,0.8,-16.5043
,0.9,-18.6027
,1,-22.0854
,1.1,-23.1346
,1.2,-28.2378
,1.3,-28.0181
,1.4,-28.6828
,1.5,-32.8686
,1.6,-28.5125
,1.7,-32.3138
,1.8,-29.677
,1.9,-29.3639
,2,-33.3575
,2.1,-31.8798
,2.2,-29.6331
,2.3,-31.7534
,2.4,-21.0857
,2.5,-22.1129
,2.6,-22.9863
,2.7,-20.3441
,2.8,-22.7006
,2.9,-20.2672
,3,-18.7785
,3.1,-14.4334
,3.2,-15.4167
,3.3,-14.1422
,3.4,-11.7472
,3.5,-13.6534
,3.6,-19.7563
,3.7,-20.2397
,3.8,-29.4133
,3.9,-31.3799
,4,-37.9773
,4.1,-39.4494
,4.2,-42.652
,4.3,-42.9211
,4.4,-47.6782
,4.5,-43.454
,4.6,-48.0243
,4.7,-48.4528
,4.8,-50.4468
,4.9,-51.7542
,5,-50.3424
,5.1,-48.8867
,5.2,-45.86
,5.3,-41.0589
,5.4,-29.5891
,5.5,-31.1986
,5.6,-18.9323
,5.7,-19.0641
,5.8,-15.5375
,5.9,-12.6481
,6,-14.2741
,6.1,-10.319
,6.2,-5.68271
,6.3,-6.51219
,6.4,-2.06269
,6.5,-2.00776
,6.6,-2.01326
,6.7,-0.26642
,6.8,-5.35861
,6.9,-6.99558
,7,-13.3402
,7.1,-19.5476
,7.2,-22.838
,7.3,-26.7766
,7.4,-25.8867
,7.5,-28.4301
,7.6,-24.8705
,7.7,-27.5017
,7.8,-28.1499
,7.9,-30.3637
,8,-35.4284
,8.1,-40.1471
,8.2,-40.2679
,8.3,-37.6202
,8.4,-37.7191
,8.5,-33.3135
,8.6,-30.9679
,8.7,-27.9741
