DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-20.2452
,0.1,-20.6682
,0.2,-17.169
,0.3,-19.8991
,0.4,-19.7398
,0.5,-21.4427
,0.6,-24.052
,0.7,-23.4697
,0.8,-20.8934
,0.9,-24.7331
,1,-25.9416
,1.1,-29.1167
,1.2,-34.4891
,1.3,-38.1695
,1.4,-43.443
,1.5,-44.0692
,1.6,-46.6126
,1.7,-48.9636
,1.8,-49.6173
,1.9,-51.6443
,2,-52.6331
,2.1,-54.314
,2.2,-56.2312
,2.3,-56.2861
,2.4,-58
,2.5,-60.9004
,2.6,-59.225
,2.7,-60.016
,2.8,-61.219
,2.9,-61.4222
,3,-62.4714
,3.1,-63.4492
,3.2,-63.0977
,3.3,-63.1581
,3.4,-62.3781
,3.5,-61.1531
,3.6,-64.3611
,3.7,-64.2183
,3.8,-62.5593
,3.9,-62.9878
,4,-60.5433
,4.1,-57.3573
,4.2,-59.1316
,4.3,-58.0329
,4.4,-55.2973
,4.5,-55.951
,4.6,-52.8199
,4.7,-52.4683
,4.8,-49.3152
,4.9,-47.0575
,5,-43.6792
,5.1,-42.1411
,5.2,-39.8614
,5.3,-38.8617
,5.4,-35.1263
,5.5,-33.9068
,5.6,-31.737
,5.7,-29.3914
,5.8,-29.5836
,5.9,-26.9524
,6,-23.8982
,6.1,-23.0247
,6.2,-17.0207
,6.3,-16.0704
,6.4,-12.3844
,6.5,-10.8903
,6.6,-6.35838
,6.7,-9.16541
,6.8,-10.5991
,6.9,-9.50598
,7,-9.76416
,7.1,-10.5662
,7.2,-12.5602
,7.3,-16.389
,7.4,-23.7883
,7.5,-32.0061
,7.6,-35.9722
,7.7,-37.6422
,7.8,-42.8223
,7.9,-46.3708
,8,-52.4244
,8.1,-49.7931
,8.2,-51.3147
,8.3,-54.5173
,8.4,-57.5275
,8.5,-59.0766
,8.6,-59.225
,8.7,-61.9661
,8.8,-63.3174
