DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-4.78732
,0.1,-5.51243
,0.2,-8.32495
,0.3,-6.12217
,0.4,-9.46753
,0.5,-12.3515
,0.6,-13.0326
,0.7,-15.4991
,0.8,-17.7018
,0.9,-14.4499
,1,-17.1855
,1.1,-13.1809
,1.2,-16.2846
,1.3,-18.5643
,1.4,-22.7226
,1.5,-19.4926
,1.6,-20.7176
,1.7,-21.0142
,1.8,-25.656
,1.9,-21.8272
,2,-29.4408
,2.1,-35.0274
,2.2,-34.8736
,2.3,-38.1695
,2.4,-36.7083
,2.5,-43.9923
,2.6,-38.4771
,2.7,-43.9099
,2.8,-43.7781
,2.9,-44.1461
,3,-48.5571
,3.1,-48.5077
,3.2,-46.662
,3.3,-49.1779
,3.4,-46.5961
,3.5,-45.3766
,3.6,-38.5321
,3.7,-40.614
,3.8,-38.142
,3.9,-34.4561
,4,-34.9285
,4.1,-35.4009
,4.2,-32.918
,4.3,-28.3861
,4.4,-30.9954
,4.5,-25.8702
,4.6,-28.7102
,4.7,-22.8545
,4.8,-22.838
,4.9,-20.3605
,5,-20.4649
,5.1,-17.3008
,5.2,-18.6906
,5.3,-18.2017
,5.4,-17.2953
,5.5,-7.37462
,5.6,-9.4895
,5.7,-12.5767
,5.8,-11.8131
,5.9,-5.64976
,6,-5.73764
,6.1,-5.08944
,6.2,0.23896
,6.3,-4.79831
,6.4,-2.38679
,6.5,-4.91366
,6.6,-4.35336
,6.7,-15.4386
,6.8,-20.3166
,6.9,-23.4587
,7,-23.9421
,7.1,-31.0119
,7.2,-33.3904
,7.3,-39.8175
,7.4,-41.1248
,7.5,-46.9037
,7.6,-45.8984
,7.7,-49.068
,7.8,-49.5624
,7.9,-50.1667
,8,-53.7757
,8.1,-51.4301
,8.2,-54.5008
,8.3,-56.7585
,8.4,-54.4294
,8.5,-57.989
,8.6,-60.5598
,8.7,-63.1746
