DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-5.5399
,0.1,-3.95235
,0.2,-7.13293
,0.3,-5.2103
,0.4,-11.0056
,0.5,-12.357
,0.6,-10.0883
,0.7,-12.6811
,0.8,-16.3725
,0.9,-17.6304
,1,-21.591
,1.1,-22.9039
,1.2,-23.25
,1.3,-28.9684
,1.4,-26.6338
,1.5,-30.6328
,1.6,-30.9075
,1.7,-31.5996
,1.8,-34.0386
,1.9,-32.7093
,2,-34.7143
,2.1,-36.8841
,2.2,-38.2684
,2.3,-36.8621
,2.4,-39.1693
,2.5,-40.5096
,2.6,-40.202
,2.7,-41.3665
,2.8,-41.0699
,2.9,-44.3329
,3,-44.0143
,3.1,-49.1449
,3.2,-51.2928
,3.3,-48.1726
,3.4,-48.9142
,3.5,-47.3102
,3.6,-44.5471
,3.7,-43.1793
,3.8,-38.1585
,3.9,-37.9827
,4,-34.7308
,4.1,-32.4236
,4.2,-30.5779
,4.3,-26.1064
,4.4,-24.5024
,4.5,-22.1129
,4.6,-22.5249
,4.7,-18.4764
,4.8,-18.6632
,4.9,-14.5487
,5,-12.8294
,5.1,-10.8793
,5.2,-9.72022
,5.3,-8.37988
,5.4,-8.35241
,5.5,-3.07344
,5.6,-2.7054
,5.7,-3.62825
,5.8,-0.57953
,5.9,-1.9034
,6,1.02448
,6.1,-1.47492
,6.2,0.85419
,6.3,-0.31037
,6.4,-2.65047
,6.5,-5.27073
,6.6,-7.80309
,6.7,-11.7033
,6.8,-17.0811
,6.9,-16.757
,7,-19.965
,7.1,-24.442
,7.2,-27.0403
,7.3,-28.8311
,7.4,-28.8311
,7.5,-31.9073
,7.6,-33.8683
,7.7,-35.0494
,7.8,-37.3675
,7.9,-35.7635
,8,-36.2798
,8.1,-39.6911
,8.2,-37.0269
,8.3,-40.6634
,8.4,-42.1905
,8.5,-41.8335
,8.6,-42.8442
,8.7,-45.7831
