DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-15.9495
,0.1,-18.6137
,0.2,-20.4375
,0.3,-17.5425
,0.4,-17.2679
,0.5,-25.9966
,0.6,-22.8215
,0.7,-26.5514
,0.8,-25.0298
,0.9,-25.0188
,1,-31.7589
,1.1,-33.1597
,1.2,-34.2584
,1.3,-39.9383
,1.4,-43.9703
,1.5,-46.0797
,1.6,-48.2056
,1.7,-51.0511
,1.8,-52.9902
,1.9,-56.7915
,2,-55.6708
,2.1,-59.593
,2.2,-57.5605
,2.3,-55.6708
,2.4,-50.4303
,2.5,-49.7107
,2.6,-44.8218
,2.7,-40.2349
,2.8,-37.1038
,2.9,-35.1043
,3,-34.0112
,3.1,-28.1554
,3.2,-27.5951
,3.3,-23.4367
,3.4,-19.1136
,3.5,-18.7236
,3.6,-13.6314
,3.7,-16.5922
,3.8,-13.8072
,3.9,-13.56
,4,-15.3837
,4.1,-15.0267
,4.2,-21.1296
,4.3,-24.1289
,4.4,-23.8817
,4.5,-27.4303
,4.6,-29.7869
,4.7,-32.918
,4.8,-34.7088
,4.9,-37.2082
,5,-37.5268
,5.1,-39.0429
,5.2,-40.4547
,5.3,-40.0592
,5.4,-40.4217
,5.5,-37.0599
,5.6,-37.8949
,5.7,-35.4284
,5.8,-32.116
,5.9,-30.8031
,6,-24.5189
,6.1,-24.9968
,6.2,-20.8879
,6.3,-19.5805
,6.4,-20.1628
,6.5,-19.0751
,6.6,-16.7131
,6.7,-15.6584
,6.8,-12.2746
,6.9,-8.37438
,7,-7.53942
,7.1,-7.83606
,7.2,-9.50049
,7.3,-14.6256
,7.4,-27.0403
,7.5,-31.6711
,7.6,-34.9835
,7.7,-41.1358
,7.8,-41.784
,7.9,-48.5407
,8,-46.3544
,8.1,-49.5569
,8.2,-51.2269
,8.3,-53.5834
,8.4,-55.7477
,8.5,-58.813
,8.6,-60.7631
,8.7,-56.4893
