DataTypeVer2.0,Time,RawData
NumberOfData,,300
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-8.51721
,0.1,-8.40184
,0.2,-5.59483
,0.3,-9.7367
,0.4,-17.9326
,0.5,-9.09949
,0.6,-14.2576
,0.7,-10.1047
,0.8,-14.4279
,0.9,-25.2934
,1,-27.7709
,1.1,-26.057
,1.2,-31.1657
,1.3,-27.6555
,1.4,-35.0164
,1.5,-30.4571
,1.6,-34.3188
,1.7,-37.8454
,1.8,-36.4996
,1.9,-39.5208
,2,-40.8337
,2.1,-40.202
,2.2,-37.1423
,2.3,-28.2927
,2.4,-26.4525
,2.5,-25.1341
,2.6,-20.1188
,2.7,-15.7847
,2.8,-21.3383
,2.9,-16.0044
,3,-10.4124
,3.1,-9.38513
,3.2,-3.72714
,3.3,2.43074
,3.4,2.9526
,3.5,1.39253
,3.6,3.6008
,3.7,0.55756
,3.8,-4.92465
,3.9,-8.93469
,4,-17.5261
,4.1,-20.7451
,4.2,-22.86
,4.3,-26.9029
,4.4,-27.8862
,4.5,-31.1272
,4.6,-33.8024
,4.7,-33.8244
,4.8,-34.6319
,4.9,-37.6092
,5,-36.1041
,5.1,-35.7855
,5.2,-43.3771
,5.3,-37.5158
,5.4,-36.549
,5.5,-35.2801
,5.6,-30.3417
,5.7,-30.7317
,5.8,-23.5851
,5.9,-23.4038
,6,-18.7346
,6.1,-21.3823
,6.2,-14.5158
,6.3,-8.33044
,6.4,-1.14534
,6.5,5.7675e-2
,6.6,8.56665
,6.7,3.99081
,6.8,2.71639
,6.9,4.50718
,7,3.16134
,7.1,3.55685
,7.2,-1.61225
,7.3,-4.44675
,7.4,-6.87473
,7.5,-5.10043
,7.6,-10.7969
,7.7,-8.78638
,7.8,-13.2359
,7.9,-14.8014
,8,-15.9275
,8.1,-15.7682
,8.2,-15.6089
,8.3,-15.543
,8.4,-22.025
,8.5,-22.404
,8.6,-17.559
,8.7,-16.1967
,8.8,-7.27574
