RMSE,R2,coeff
10.471953238841042,0.719376793069683,0.8630201634610958
36.66167982290895,-4.07204759559348,0.553772043390463
7.387251055182724,0.6500540816973177,0.9588257892934429
21.768379272041052,-0.28365161599137134,0.8468285102544856
17.22891957679888,-0.5232884067075108,0.7514452566774502
32.72370422352159,-1.436414499817094,0.5724794342242323
11.87740394980228,0.19042839989117988,0.8945450302464313
51.26515059487585,-14.081921830279008,0.5256582555453119
50.882765129495155,-10.05985207622105,-0.20823131807801432
26.134256648224326,-5.0754048153532745,0.19590237953972456
